X,species,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,currently,region,status,transfer,entryDate
1,Bottlenose,Dazzle,F,a,1989,Born,1989-04-07,Marineland Florida,Betty III,Davy II,Marineland Florida,US,Alive,US,1989-04-07
2,Bottlenose,Tursi,F,a,1973,Born,1973-11-26,Dolphin Research Center,Little Bit,Mr. Gipper,Dolphin Research Center,US,Alive,US,1973-11-26
3,Bottlenose,Starbuck,M,a,1978,Born,1978-05-13,SeaWorld San Diego,Cindy (T.t. gilli),Sambo,SeaWorld Orlando,US,Alive,US,1978-05-13
6,Bottlenose,Nacha,F,a,1980,Born,1980-10-10,SeaWorld San Diego,Notchfin,Jethro (T.t. gilli),SeaWorld San Antonio,US,Alive,US,1980-10-10
7,Bottlenose,Kama,M,a,1981,Born,1981-03-27,SeaWorld San Diego,Jiffy,Jethro (T.t. gilli),U.S. Navy,US,Alive,US,1981-03-27
9,Bottlenose,Duffy,M,a,1982,Born,1982-10-16,SeaWorld San Diego,Priscilla,Clicker,Theater of the Sea,US,Alive,US,1982-10-16
10,Bottlenose,Astra,F,a,1983,Born,1983-03-07,SeaWorld San Diego,Cindy,Clicker,Discovery Cove,US,Alive,US,1983-03-07
11,Bottlenose,Sunny,M,a,1984,Born,1984-01-12,Marineland Florida,Nellie,Rusty (blonde),Marineland Florida,US,Alive,US,1984-01-12
12,Bottlenose,Yoyo,F,a,1984,Born,1984-03-06,SeaWorld San Diego,Maggie,Gouda,SeaWorld San Antonio,US,Alive,US,1984-03-06
13,Bottlenose,Phil,M,a,1984,Born,1984-08-12,SeaWorld Orlando,Tanya,Ralph,SeaWorld Orlando,US,Alive,US,1984-08-12
14,Bottlenose,Merina,F,a,1984,Born,1984-11-21,Dolphin Research Center,Bee,Delphi,Dolphin Research Center,US,Alive,US,1984-11-21
15,Bottlenose,Aleta,F,a,1984,Born,1984-12-21,Dolphin Research Center,Misty,Delphi,Dolphin Research Center,US,Alive,US,1984-12-21
16,Bottlenose,Santini,F,a,1986,Born,1986-11-30,Dolphin Research Center,Theresa,Delphi,Dolphin Research Center,US,Alive,US,1986-11-30
17,Bottlenose,Allie,F,a,1987,Born,1987-04-01,Dolphin Connection,April,Merlin,Brookfield Zoo,US,Alive,US,1987-04-01
18,Bottlenose,Dottie,F,a,1987,Born,1987-04-26,SeaWorld Orlando,Darla,Ralph,SeaWorld San Diego,US,Alive,US,1987-04-26
19,Bottlenose,Clyde,M,a,1988,Born,1988-03-16,SeaWorld Orlando, Bonnie,Ralph,SeaWorld Orlando,US,Alive,US,1988-03-16
20,Bottlenose,Sparky,M,a,1988,Born,1988-04-08,SeaWorld San Diego,Sharkey,Semo,U.S. Navy,US,Alive,US,1988-04-08
21,Bottlenose,A.J.,M,a,1988,Born,1988-05-23,Dolphin Research Center,Aphrodite,Joe,Dolphin Research Center,US,Alive,US,1988-05-23
22,Killer Whale; Orca,Orkid,F,a,1988,Born,1988-09-23,SeaWorld San Diego,Kandu V,Orky II,SeaWorld San Diego,US,Alive,US,1988-09-23
23,Killer Whale; Orca,Kayla,F,a,1988,Born,1988-11-26,SeaWorld San Antonio,Kenau,Orky II,SeaWorld Orlando,US,Alive,US,1988-11-26
24,Bottlenose,Razzle,M,a,1989,Born,1989-04-06,Marineland Florida,Mary,Davy II,SeaWorld San Diego,US,Alive,US,1989-04-06
25,Bottlenose,Belle,M,a,1989,Born,1989-08-16,SeaWorld San Antonio,Alice,Guy,SeaWorld San Diego,US,Alive,US,1989-08-16
26,Bottlenose,Melanie,F,a,1989,Born,1989-08-26,SeaWorld San Diego,Scarback,Jethro (T.t. gilli),SeaWorld San Diego,US,Alive,US,1989-08-26
27,Bottlenose,Tasha,F,a,1990,Born,1990-02-15,SeaWorld Aurora,Astra,Domino,SeaWorld Orlando,US,Alive,US,1990-02-15
28,Bottlenose,Bubba,M,a,1990,Born,1990-04-04,SeaWorld San Diego,Sandy (Bubbles),Crunch,SeaWorld Orlando,US,Alive,US,1990-04-04
29,Bottlenose,Steime,F,a,1990,Born,1990-04-08,SeaWorld Orlando,Spanky,Ralph,SeaWorld San Diego,US,Alive,US,1990-04-08
30,Bottlenose,Talon,M,a,1990,Born,1990-06-08,Dolphin Research Center,Tursi,Delphi,Dolphin Research Center,US,Alive,US,1990-06-08
31,Bottlenose,Baretta,M,a,1990,Born,1990-08-13,SeaWorld San Diego,Cometta,Kai (T.t. gilli),SeaWorld Orlando,US,Alive,US,1990-08-13
32,Bottlenose,Roxy,F,a,1990,Born,1990-08-26,Marineland Florida,Pebbles,Chubby,Marineland Florida,US,Alive,US,1990-08-26
33,Killer Whale; Orca,Shouka,F,a,1990,Born,1993-02-25,Marineland Antibes,Sharkan,Kim II,SeaWorld San Diego,US,Alive,US,1993-02-25
34,Bottlenose,Hoku,M,a,1991,Born,1991-03-30,Kahala Hilton Oahu,Iwa,Maka,Dolphin Quest Oahu,US,Alive,US,1991-03-30
35,Bottlenose,Latoya,F,a,1991,Born,1991-05-20,SeaWorld Orlando,Tanya,Ralph,Discovery Cove,US,Alive,US,1991-05-20
36,Bottlenose,Thelma,F,a,1991,Born,1991-05-23,SeaWorld Orlando,Louise,Ralph,Discovery Cove,US,Alive,US,1991-05-23
37,Killer Whale; Orca,Takara,F,a,1991,Born,1991-07-09,SeaWorld San Diego,Kasatka,Kotar,SeaWorld San Antonio,US,Alive,US,1991-07-09
38,Killer Whale; Orca,Kyuquot,M,a,1991,Born,1991-12-24,Sealand of the Pacific,Haida II,Tilikum,SeaWorld San Antonio,US,Alive,US,1991-12-24
40,Bottlenose,Khyber,M,a,1992,Born,1992-04-05,Dolphin Connection,April,Pepper,EPCOT The Seas,US,Alive,US,1992-04-05
41,Bottlenose,Shadow,M,a,1992,Born,1992-07-23,Minnesota Zoo,Rio,Semo,Texas State Aquarium,US,Alive,US,1992-07-23
42,Beluga,Beethoven,M,a,1992,Born,1992-08-08,SeaWorld San Antonio,Bandit,Shadow,Shedd Aquarium,US,Alive,US,1992-08-08
43,Hybrid,C.J.,M,a,1992,Born,1992-11-05,SeaWorld San Diego,Jenny,Cooper (D. capensis),SeaWorld Orlando,US,Alive,US,1992-11-05
44,Killer Whale; Orca,Keet,M,a,1993,Born,1993-02-02,SeaWorld San Antonio,Kalina,Kotar,SeaWorld San Diego,US,Alive,US,1993-02-02
45,Bottlenose,Alejandro,M,a,1993,Born,1993-03-21,SeaWorld San Antonio,Alice,Capricorn,SeaWorld Orlando,US,Alive,US,1993-03-21
46,Commerson's,Pepe,M,a,1993,Born,1993-05-23,SeaWorld San Diego,Betsy,Pancho,Aquatica Orlando,US,Alive,US,1993-05-23
47,Bottlenose,Alfonz,M,a,1993,Born,1993-07-25,Dolphins Plus Oceanside,Genie,Fonzie,Dolphins Plus Oceanside,US,Alive,US,1993-07-25
48,Bottlenose,Calvin,M,a,1994,Born,1994-04-04,Dolphin Connection,Schooner,Pepper,EPCOT The Seas,US,Alive,US,1994-04-04
49,Bottlenose,Avalon,M,a,1994,Born,1994-04-23,Six Flags Discovery Kingdom,Jasmine,Bayou,Six Flags Discovery Kingdom,US,Alive,US,1994-04-23
50,Bottlenose,Brisby,M,a,1994,Born,1994-05-12,Six Flags Discovery Kingdom,Chelsea,Bayou,Six Flags Discovery Kingdom,US,Alive,US,1994-05-12
51,Bottlenose,Tyler,M,a,1994,Born,1994-05-29,SeaWorld Orlando,Tanya,Lester,SeaWorld Orlando,US,Alive,US,1994-05-29
52,Bottlenose,Niele,M,a,1994,Born,1994-06-30,Sea Life Park,Nihoa,Amiko,Georgia Aquarium,US,Alive,US,1994-06-30
53,Bottlenose,Kolohe,M,a,1994,Born,1994-07-12,Dolphin Quest Hawaii,Shaka,Hobi,Dolphin Quest Oahu,US,Alive,US,1994-07-12
54,Bottlenose,Bob,M,a,1994,Born,1994-07-28,Dolphins Plus Oceanside,Jessica,Little Bit,Dolphins Plus Oceanside,US,Alive,US,1994-07-28
55,Bottlenose,Kai,M,a,1994,Born,1994-10-11,Brookfield Zoo,Windy,Gibbs*,Texas State Aquarium,US,Alive,US,1994-10-11
56,Bottlenose,Liho,M,a,1995,Born,1995-01-22,Sea Life Park,Iwa,Maka,Dolphin Quest Oahu,US,Alive,US,1995-01-22
57,Bottlenose,Zac,M,a,1995,Born,1995-02-23,Gulfarium,Delilah,Panama,Marineland Florida,US,Alive,US,1995-02-23
58,Bottlenose,Kendall,F,a,1995,Born,1995-06-07,Marineland Florida,Bunny,Davy II,Discovery Cove,US,Alive,US,1995-06-07
59,Bottlenose,Yoko,F,a,1995,Born,1995-07-19,SeaWorld San Antonio,Yoyo,Capricorn,Discovery Cove,US,Alive,US,1995-07-19
60,Bottlenose,Ripley,F,a,1996,Born,1996-04-20,SeaWorld San Antonio,Puka,Capricorn,SeaWorld San Diego,US,Alive,US,1996-04-20
61,Bottlenose,Rose,F,a,1996,Born,1996-04-27,SeaWorld San Antonio,Alice,Capricorn,Discovery Cove,US,Alive,US,1996-04-27
62,Bottlenose,Natalie,F,a,1996,Born,1996-05-17,SeaWorld San Antonio,Punta,Capricorn,Discovery Cove,US,Alive,US,1996-05-17
63,Bottlenose,Hutch,M,a,1996,Born,1996-06-24,SeaWorld Orlando,Starkey,Lester,Discovery Cove,US,Alive,US,1996-06-24
64,Bottlenose,Griffith,F,a,1996,Born,1996-08-01,SeaWorld San Diego,Melanie,Crunch,SeaWorld Orlando,US,Alive,US,1996-08-01
65,Bottlenose,Sebastian,M,a,1996,Born,1996-08-27,SeaWorld Orlando,Sabrina,Stein,Gulfarium Marine Adventure,US,Alive,US,1996-08-27
66,Bottlenose,Kai'nalu,M,a,1996,Born,1996-10-03,Dolphin Quest Hawaii,Leilani,Hobi,Dolphinaris Arizona,US,Alive,US,1996-10-03
67,Bottlenose,Pax,M,a,1997,Born,1997-03-30,Dolphin Research Center,Tursi,Rainbow,Dolphin Research Center,US,Alive,US,1997-03-30
68,Bottlenose,Marble,M,a,1997,Born,1997-05-13,SeaWorld Orlando,Tasha,Beachie,SeaWorld Orlando,US,Alive,US,1997-05-13
69,Bottlenose,Rascal,M,a,1997,Born,1997-05-25,SeaWorld Aurora,Steime,Nalu,SeaWorld Orlando,US,Alive,US,1997-05-25
70,Bottlenose,Clipper,F,a,1997,Born,1997-05-26,SeaWorld Orlando,Louise,Lester,Discovery Cove,US,Alive,US,1997-05-26
71,Bottlenose,Dash,F,a,1997,Born,1997-05-27,Sea World of Ohio,Dottie,Clyde,Discovery Cove,US,Alive,US,1997-05-27
72,Bottlenose,Nainoa,M,a,1997,Born,1997-10-31,Dolphin Quest Hawaii,Kona,Hobi,Dolphin Quest Oahu,US,Alive,US,1997-10-31
73,Bottlenose,Pandora,F,a,1997,Born,1997-11-22,Dolphin Research Center,Merina,Kibby,Dolphin Research Center,US,Alive,US,1997-11-22
74,Bottlenose,Diego,M,a,1997,Born,1997-12-26,SeaWorld San Diego,Sandy (Bubbles),Stein,SeaWorld Orlando,US,Alive,US,1997-12-26
75,Bottlenose,Sherman,M,a,1998,Born,1998-02-03,Theater of the Sea,Sherry,Stormy,Theater of the Sea,US,Alive,US,1998-02-03
76,Bottlenose,Calla,F,a,1998,Born,1998-02-24,SeaWorld Orlando,Lily,Lester,SeaWorld Orlando,US,Alive,US,1998-02-24
77,Bottlenose,Malibu,F,a,1998,Born,1998-03-10,SeaWorld San Diego,Bacardi,Stein,SeaWorld San Diego,US,Alive,US,1998-03-10
78,Bottlenose,Roxy,F,a,1998,Born,1998-06-19,SeaWorld Aurora,Thelma,Clyde,Discovery Cove,US,Alive,US,1998-06-19
79,Bottlenose,Oscar,M,a,1998,Born,1998-06-30,SeaWorld Aurora,Latoya,Nalu,SeaWorld Orlando,US,Alive,US,1998-06-30
80,Bottlenose,Ping,F,a,1998,Born,1998-07-03,SeaWorld San Antonio,Alice,Capricorn,Dolphinaris Arizona,US,Alive,US,1998-07-03
81,Bottlenose,Fathom,M,a,1998,Born,1998-08-17,SeaWorld San Antonio,Puka,Capricorn,SeaWorld San Antonio,US,Alive,US,1998-08-17
82,Commerson's,Ross,M,a,1998,Born,1998-09-01,SeaWorld San Diego,Betsy,Juan,Aquatica Orlando,US,Alive,US,1998-09-01
83,"White-sided, Pacific",Avalon,F,a,1999,Born,1999-07-18,SeaWorld San Antonio,Catalina,Jump-Jump,SeaWorld San Antonio,US,Alive,US,1999-07-18
84,"White-sided, Pacific",Avalon,F,a,1999,Born,1993-09-05,SeaWorld San Antonio,Catalina,Jump-Jump,SeaWorld San Antonio,US,Alive,US,1993-09-05
85,Bottlenose,Nimbus,M,a,1999,Born,1999-06-14,Dolphin Quest Bermuda,Cirrus,Gibbs*,Dolphin Quest Hawai'i,US,Alive,Foreign,2010-03-03
86,Killer Whale; Orca,Tuar,M,a,1999,Born,1999-06-22,SeaWorld Orlando,Kalina,Tilikum,SeaWorld San Antonio,US,Alive,US,1999-06-22
87,Bottlenose,Daphne,F,a,1999,Born,1999-07-20,SeaWorld San Diego,Steime,Clyde,SeaWorld San Diego,US,Alive,US,1999-07-20
88,Bottlenose,Kenobi,M,a,1999,Born,1999-07-21,SeaWorld San Diego,Tobie,Clyde,Georgia Aquarium,US,Alive,US,1999-07-21
89,Beluga,Whisper,F,a,1999,Born,1999-07-25,SeaWorld San Antonio,Crissy,Luke,SeaWorld Orlando,US,Alive,US,1999-07-25
90,Beluga,Kayavak,F,a,1999,Born,1999-08-03,Shedd Aquarium,Immiayuk,Inuk,Shedd Aquarium,US,Alive,US,1999-08-03
91,"White-sided, Pacific",Hailey,F,a,1999,Born,1999-08-28,SeaWorld San Antonio,Betty,Jump-Jump,SeaWorld San Antonio,US,Alive,US,1999-08-28
92,Bottlenose,Brady,M,a,1999,Born,1999-10-28,SeaWorld San Antonio,Punta,Capricorn,SeaWorld San Antonio,US,Alive,US,1999-10-28
93,Bottlenose,Brandy,M,a,2000,Born,2000-03-04,Gulfarium,Delilah,Prince,Six Flags Discovery Kingdom,US,Alive,US,2000-03-04
95,Bottlenose,Madison,F,a,2000,Born,2000-03-31,SeaWorld San Diego,Melanie,Phil,Discovery Cove,US,Alive,US,2000-03-31
96,Bottlenose,Polka,M,a,2000,Born,2000-05-21,SeaWorld San Diego,Dottie,Bodine (T.t. gilli),Georgia Aquarium,US,Alive,US,2000-05-21
97,Bottlenose,Malabar,M,a,2000,Born,2000-06-13,Dolphin Quest Bermuda,Bailey,Gibbs*,EPCOT The Seas,US,Alive,Foreign,2005-11-21
98,Bottlenose,Tango,M,a,2000,Born,2000-07-09,SeaWorld Orlando,Tasha,Belle,U.S. Navy,US,Alive,US,2000-07-09
99,Commerson's,Ringer,F,a,2000,Born,2000-07-10,SeaWorld San Diego,Oreo,Juan,Aquatica Orlando,US,Alive,US,2000-07-10
100,Beluga,Luna,F,a,2000,Born,2000-07-24,SeaWorld San Antonio,Martina,Luke,SeaWorld San Antonio,US,Alive,US,2000-07-24
101,Bottlenose,Corona,F,a,2000,Born,2000-08-12,SeaWorld San Diego,Cometta,Crunch,SeaWorld San Diego,US,Alive,US,2000-08-12
102,Bottlenose,Tiger,M,a,2000,Born,2000-08-20,SeaWorld Orlando,Lily,Belle,SeaWorld Orlando,US,Alive,US,2000-08-20
103,Bottlenose,Jag,M,a,2000,Born,2000-08-25,SeaWorld Orlando,Jenever,Capricorn,SeaWorld Orlando,US,Alive,US,2000-08-25
104,Bottlenose,Keo,F,a,2000,Born,2000-09-01,Dolphin Quest Hawaii,Pele,Lono,Dolphin Quest Hawai'i,US,Alive,US,2000-09-01
105,Bottlenose,Liko,M,a,2000,Born,2000-09-08,Dolphin Quest Hawaii,Kona,Lono,Dolphinaris Arizona,US,Alive,US,2000-09-08
106,Bottlenose,Coral,F,a,2000,Born,2000-10-04,Discovery Cove,Jenny,Phil,Discovery Cove,US,Alive,US,2000-10-04
107,Bottlenose,Sydney,M,a,2000,Born,2000-10-09,SeaWorld San Diego,Sandy,Baretta,Georgia Aquarium,US,Alive,US,2000-10-09
108,Bottlenose,Pacino,M,a,2000,Born,2000-10-13,SeaWorld San Diego,Scarback,Crunch,Georgia Aquarium,US,Alive,US,2000-10-13
109,"White-sided, Pacific",Munchkin,F,a,2000,Born,2000-10-21,SeaWorld San Antonio,Lavern,Jump-Jump,Shedd Aquarium,US,Alive,US,2000-10-21
110,Bottlenose,Bella,F,a,2000,Born,2000-11-03,Dolphins Plus Oceanside,Sarah,Fonzie,Dolphins Plus Oceanside,US,Alive,US,2000-11-03
111,Bottlenose,Kalei,F,a,2000,Born,2000-11-16,Indianapolis Zoo,Nova,Sundance,Indianapolis Zoo,US,Alive,US,2000-11-16
112,Bottlenose,Calusa,F,a,2001,Born,2001-02-15,Dolphin Research Center,Merina,Rainbow,Dolphin Research Center,US,Alive,US,2001-02-15
113,Bottlenose,Nikki,F,a,2001,Born,2001-04-13,SeaWorld San Antonio,Nacha,Kai (T.t. gilli),SeaWorld San Antonio,US,Alive,US,2001-04-13
114,Bottlenose,Deke,M,a,2001,Born,2001-05-07,SeaWorld Orlando,Nova,Hekili,Six Flags Discovery Kingdom,US,Alive,US,2001-05-07
115,Bottlenose,Sadie,F,a,2001,Born,2001-08-04,SeaWorld San Antonio,Puka,Kai (T.t. gilli),SeaWorld San Diego,US,Alive,US,2001-08-04
116,Bottlenose,Indy,F,a,2001,Born,2001-08-20,Indianapolis Zoo,China,Sundance,Indianapolis Zoo,US,Alive,US,2001-08-20
117,Killer Whale; Orca,Nakai,M,a,2001,Born,2001-09-01,SeaWorld San Diego,Kasatka,"A.I., Tilikum",SeaWorld San Diego,US,Alive,US,2001-09-01
118,Bottlenose,Naia,F,a,2002,Born,2002-01-08,Discovery Cove,Scarlet,Lester,SeaWorld Orlando,US,Alive,US,2002-01-08
119,Bottlenose,Neo,M,a,2002,Born,2002-01-30,Discovery Cove,Astra,Lester,SeaWorld Orlando,US,Alive,US,2002-01-30
120,Bottlenose,Jett,M,a,2002,Born,2002-02-02,Indianapolis Zoo,Ripley,Sundance,Indianapolis Zoo,US,Alive,US,2002-02-02
121,Bottlenose,Tanner,M,a,2002,Born,2002-03-13,Dolphin Research Center,Santini,A.J.,Dolphin Research Center,US,Alive,US,2002-03-13
122,Bottlenose,Alpha,M,a,2002,Born,2002-04-19,SeaWorld Orlando,Ariel,Razzle,SeaWorld Orlando,US,Alive,US,2002-04-19
123,Bottlenose,Casique,F,a,2002,Born,2002-04-30,Marineland Florida,Dazzle,Chubby,Marineland Florida,US,Alive,US,2002-04-30
124,Bottlenose,Phebe,F,a,2002,Born,2002-05-05,Marineland Florida,Betty,Chubby,Georgia Aquarium,US,Alive,US,2002-05-05
126,Bottlenose,Spree,F,a,2002,Born,2002-08-16,Minnesota Zoo,Rio,Semo,Brookfield Zoo,US,Alive,US,2002-08-16
127,Killer Whale; Orca,Ikaika,M,a,2002,Born,2002-08-25,SeaWorld Orlando,Katina,"A.I., Tilikum",SeaWorld San Diego,US,Alive,US,2002-08-25
128,Bottlenose,Marea,F,a,2003,Born,2003-02-06,Discovery Cove,Thelma,Akai,Discovery Cove,US,Alive,US,2003-02-06
129,Bottlenose,Maverick,M,a,2003,Born,2003-02-27,Mirage Dolphin Habitat,Duchess,Banjo,Mirage Dolphin Habitat,US,Alive,US,2003-02-27
130,Bottlenose,Pukanala,F,a,2003,Born,2003-03-03,Dolphin Quest Hawaii,Iwa,Lono,Georgia Aquarium,US,Alive,US,2003-03-03
131,Bottlenose,Charlie,M,a,2003,Born,2003-05-18,SeaWorld San Diego,Purina,Tacoma,U.S. Navy,US,Alive,US,2003-05-18
132,Bottlenose,Maguire,M,a,2003,Born,2003-05-29,SeaWorld San Diego,Tobie,"A.I., Tacoma",SeaWorld San Diego,US,Alive,US,2003-05-29
133,Bottlenose,Nitro,M,a,2003,Born,2003-06-14,SeaWorld San Diego,Dottie,Stein,U.S. Navy,US,Alive,US,2003-06-14
134,Bottlenose,Zana,F,a,2003,Born,2003-06-17,SeaWorld San Diego,Steime,Stein,SeaWorld San Diego,US,Alive,US,2003-06-17
136,Bottlenose,Leo,M,a,2003,Born,2003-07-29,Dolphins Plus Bayside,Nicky,Alfonz,Dolphins Plus Oceanside,US,Alive,US,2003-07-29
137,Bottlenose,Yar,F,a,2003,Born,2003-08-03,SeaWorld Orlando,Tasha,Duncan,SeaWorld Orlando,US,Alive,US,2003-08-03
138,Bottlenose,Yoshe,F,a,2003,Born,2003-08-15,SeaWorld Orlando,Mimi,Belle,Six Flags Discovery Kingdom,US,Alive,US,2003-08-15
139,Bottlenose,Cosmo,M,a,2003,Born,2003-08-20,SeaWorld Orlando,Nova,Belle,Gulfarium Marine Adventure,US,Alive,US,2003-08-20
140,Bottlenose,Balla,M,a,2003,Born,2003-09-01,Dolphin Connection,Allie,Sebastian,Dolphin Connection,US,Alive,US,2003-09-01
141,Bottlenose,Kei,M,a,2003,Born,2003-10-18,Dolphin Quest Hawaii,Kona,Lono,Georgia Aquarium,US,Alive,US,2003-10-18
142,Bottlenose,Noelani,F,a,2003,Born,2003-10-30,Brookfield Zoo,Tapeko,Lucky,Brookfield Zoo,US,Alive,US,2003-10-30
143,Bottlenose,Makana,M,a,2003,Born,2003-11-09,Dolphin Quest Hawaii,Pele,Lono,Georgia Aquarium,US,Alive,US,2003-11-09
144,Bottlenose,Briland,M,a,2004,Born,2004-03-17,Dolphin Experience,Cocoon,Scarab,Georgia Aquarium,US,Alive,US,2004-03-17
145,Bottlenose,Kaylee,F,a,2004,Born,2004-03-21,Discovery Cove,Clipper,Scotia,Discovery Cove,US,Alive,US,2004-03-21
146,Bottlenose,Tatem,M,a,2004,Born,2004-04-08,Dolphin Quest Bermuda,Caliban (Casey),Khyber,Dolphin Connection,US,Alive,Foreign,2010-09-04
147,Bottlenose,Lily,F,a,2004,Born,2004-04-09,Dolphin Quest Bermuda,Cirrus,Khyber,Marineland Florida,US,Alive,Foreign,2010-07-25
148,Bottlenose,Dexter,M,a,2004,Born,2004-05-07,Discovery Cove,Dixie,Lester,SeaWorld Orlando,US,Alive,US,2004-05-07
149,Bottlenose,Nica,F,a,2004,Born,2004-06-02,Dolphins Plus Oceanside,Jessica,Kimbit,Dolphins Plus Bayside,US,Alive,US,2004-06-02
150,Bottlenose,Fiji,M,a,2004,Born,2004-06-25,Dolphins Plus Oceanside,Squirt,Fonzie,Dolphins Plus Oceanside,US,Alive,US,2004-06-25
151,Bottlenose,Dot,F,a,2004,Born,2004-07-06,SeaWorld Orlando,Dash,Duncan,Discovery Cove,US,Alive,US,2004-07-06
152,Bottlenose,Venus,F,a,2004,Born,2004-07-14,SeaWorld San Diego,Cometta,Crunch,SeaWorld San Diego,US,Alive,US,2004-07-14
153,Bottlenose,Scott,M,a,2004,Born,2004-08-18,SeaWorld Orlando,Griffith,Duncan,SeaWorld Orlando,US,Alive,US,2004-08-18
154,Bottlenose,Bella,F,a,2004,Born,2004-09-01,Six Flags Discovery Kingdom,Chelsea,Merlin,Six Flags Discovery Kingdom,US,Alive,US,2004-09-01
155,Bottlenose,Salvador,M,a,2004,Born,2004-09-28,Dolphin Experience,Robala,Scarab,Georgia Aquarium,US,Alive,US,2004-09-28
156,Killer Whale; Orca,Kalia,F,a,2004,Born,2004-12-21,SeaWorld San Diego,Kasatka,Keet,SeaWorld San Diego,US,Alive,US,2004-12-21
157,Bottlenose,Nate,M,a,2004,Born,2004-03-19,Discovery Cove,Natalie,Scotia,Gulf World Marine Park,US,Alive,US,2004-03-19
158,Backcross,Aries,F,a,2005,Born,2005-03-28,Discovery Cove,Astra,"C.J.  (Hybrid, TTxDC)",Discovery Cove,US,Alive,US,2005-03-28
159,Bottlenose,Bugs,F,a,2005,Born,2005-06-14,SeaWorld Orlando,Bunny,Hekili,SeaWorld San Diego,US,Alive,US,2005-06-14
160,Bottlenose,Kan,M,a,2005,Born,2005-06-28,U.S. Navy,April,Nihoa,U.S. Navy,US,Alive,US,2005-06-28
162,Bottlenose,Stella,F,a,2005,Born,2005-07-14,SeaWorld Orlando,Starkey,Hekili,Discovery Cove,US,Alive,US,2005-07-14
163,Bottlenose,Potter,M,a,2005,Born,2005-07-15,SeaWorld Orlando,Lily,Hekili,SeaWorld Orlando,US,Alive,US,2005-07-15
164,Bottlenose,Osbourne,M,a,2005,Born,2005-08-05,SeaWorld San Antonio,Nacha,Gilly,Mirage Dolphin Habitat,US,Alive,US,2005-08-05
165,Bottlenose,Jackson,M,a,2005,Born,2005-08-18,SeaWorld Orlando,Kendall,Duffy,SeaWorld Orlando,US,Alive,US,2005-08-18
