X,species,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,currently,region,status,transfer,entryDate
167,Bottlenose,Mattie,F,a,2005,Born,2005-10-04,Six Flags Discovery Kingdom,Sadie,Merlin,Six Flags Discovery Kingdom,US,Alive,US,2005-10-04
168,Bottlenose,Sofi,F,a,2005,Born,2005-10-06,SeaWorld San Diego,Sandy,Sparky,Mirage Dolphin Habitat,US,Alive,US,2005-10-06
169,Bottlenose,Allison,F,a,2005,Born,2005-11-03,Brookfield Zoo,Tapeko,Hastings,Brookfield Zoo,US,Alive,US,2005-11-03
170,Bottlenose,Calypso,F,a,2005,Born,2005-11-08,SeaWorld Orlando,Calli,Hekili,Discovery Cove,US,Alive,US,2005-11-08
171,Bottlenose,Captain,M,a,2005,Born,2005-11-17,SeaWorld San Diego,Beaker,Crunch,SeaWorld San Diego,US,Alive,US,2005-11-17
172,Killer Whale; Orca,Trua,M,a,2005,Born,2005-11-23,SeaWorld Orlando,Takara,Taku,SeaWorld Orlando,US,Alive,US,2005-11-23
174,Beluga,Bella,F,a,2006,Born,2006-07-17,Shedd Aquarium,Puiji,Naluark,Shedd Aquarium,US,Alive,US,2006-07-17
175,Bottlenose,Sasha,F,a,2006,Born,2006-08-01,SeaWorld Orlando,Tasha,Hekili,Discovery Cove,US,Alive,US,2006-08-01
176,Killer Whale; Orca,Nalani,F,a,2006,Born,2006-09-18,SeaWorld Orlando,Katina,Taku,SeaWorld Orlando,US,Alive,US,2006-09-18
177,Bottlenose,Cayo,F,a,2006,Born,2006-12-13,Dolphin Research Center,Merina,"A.I., Noel",Dolphin Research Center,US,Alive,US,2006-12-13
178,Bottlenose,Gypsi,F,a,2007,Born,2007-01-06,Dolphin Research Center,Tursi,Rainbow,Dolphin Research Center,US,Alive,US,2007-01-06
179,Killer Whale; Orca,Malia,F,a,2007,Born,2007-03-12,SeaWorld Orlando,Taima,Tilikum,SeaWorld Orlando,US,Alive,US,2007-03-12
180,Bottlenose,Schooner,M,a,2007,Born,2007-03-19,Discovery Cove,Clipper,Lester,Texas State Aquarium,US,Alive,US,2007-03-19
181,Bottlenose,Maui,F,a,2007,Born,2007-04-20,Discovery Cove,Roxy,Capricorn,Discovery Cove,US,Alive,US,2007-04-20
182,Bottlenose,Frankie,F,a,2007,Born,2007-05-11,SeaWorld San Diego,Steime,Stein,Discovery Cove,US,Alive,US,2007-05-11
183,Bottlenose,Luna,F,a,2007,Born,2007-05-23,Dolphin Quest Bermuda,Cirrus,"A.I., Stein",Georgia Aquarium,US,Alive,Foreign,2010-07-25
184,Bottlenose,Catalina,F,a,2007,Born,2007-06-04,Discovery Cove,Thelma,Capricorn,Discovery Cove,US,Alive,US,2007-06-04
185,Bottlenose,Bermudiana,F,a,2007,Born,2007-06-06,Dolphin Quest Bermuda,Caliban,Crunch,Georgia Aquarium,US,Alive,Foreign,2010-07-25
186,Bottlenose,Cisco,M,a,2007,Born,2007-06-07,SeaWorld San Antonio,Puka,Gilly,SeaWorld San Antonio,US,Alive,US,2007-06-07
187,Bottlenose,Csh,M,a,2007,Born,2007-06-09,U.S. Navy,Blue,Tacoma,U.S. Navy,US,Alive,US,2007-06-09
188,Bottlenose,Ansley,M,a,2007,Born,2007-06-11,SeaWorld San Antonio,Ping,Gilly,SeaWorld San Antonio,US,Alive,US,2007-06-11
189,Beluga,Oliver,M,a,2007,Born,2007-06-23,SeaWorld San Antonio,Martina,Nanuq,SeaWorld San Antonio,US,Alive,US,2007-06-23
190,Beluga,Grayson,M,a,2007,Born,2007-06-26,SeaWorld San Antonio,Martha,Nanuq,Shedd Aquarium,US,Alive,US,2007-06-26
191,Bottlenose,Liko,M,a,2007,Born,2007-06-26,Discovery Cove,Latoya,Capricorn,Texas State Aquarium,US,Alive,US,2007-06-26
192,Bottlenose,Nueces,F,a,2007,Born,2007-07-12,SeaWorld San Antonio,Nikki,Gilly,Discovery Cove,US,Alive,US,2007-07-12
193,Bottlenose,Damara,F,a,2007,Born,2007-08-11,SeaWorld Orlando,Dash,Sebastian,Discovery Cove,US,Alive,US,2007-08-11
194,Bottlenose,Julie,F,a,2007,Born,2007-08-19,Dolphins Plus Oceanside,Dinghy,Little Bit,Dolphins Plus Bayside,US,Alive,US,2007-08-19
195,Bottlenose,Ige,M,a,2007,Born,2007-09-06,Discovery Cove,Natalie,Akai,Dolphins Plus Bayside,US,Alive,US,2007-09-06
196,Bottlenose,Hali'a,F,a,2007,Born,2007-10-09,Dolphin Quest Hawaii,Kona,"A.I., Sparky",Dolphin Quest Hawai'i,US,Alive,US,2007-10-09
197,Bottlenose,Gala,F,a,2007,Born,2007-10-12,SeaWorld Orlando,Griffith,Hekili,Discovery Cove,US,Alive,US,2007-10-12
198,Bottlenose,Mavrick,M,a,2007,Born,2007-11-03,Six Flags Discovery Kingdom,Chelsea,Merlin,Six Flags Discovery Kingdom,US,Alive,US,2007-11-03
199,Bottlenose,Alia,F,a,2007,Born,2007-12-04,SeaWorld Orlando,Ariel,Sebastian,Dolphinaris Arizona,US,Alive,US,2007-12-04
200,Bottlenose,Hua,M,a,2008,Born,2008-03-23,Dolphin Quest Hawaii,Pele,Lono,Dolphin Quest Oahu,US,Alive,US,2008-03-23
201,Bottlenose,Khloe,F,a,2008,Born,2008-04-18,SeaWorld Orlando,Kendall,Hekili,Dolphinaris Arizona,US,Alive,US,2008-04-18
202,Bottlenose,Luna,F,a,2008,Born,2008-05-04,Discovery Cove,Marea,Lester,Discovery Cove,US,Alive,US,2008-05-04
203,Bottlenose,Brie,F,a,2008,Born,2008-06-07,SeaWorld San Antonio,Mattie,Hacksaw,SeaWorld San Antonio,US,Alive,US,2008-06-07
205,Bottlenose,Tocoi,F,a,2008,Born,2008-06-11,Marineland Florida,Roxy,Alvin,Marineland Florida,US,Alive,US,2008-06-11
206,Bottlenose,Aqe,M,a,2008,Born,2008-06-17,Marineland Florida,Betty III,Alvin,Marineland Florida,US,Alive,US,2008-06-17
207,Bottlenose,Tomo,M,a,2008,Born,2008-06-26,Marineland Florida,Dazzle,Alvin,Marineland Florida,US,Alive,US,2008-06-26
208,Bottlenose,Grace,F,a,2008,Born,2008-07-11,Dolphins Plus Oceanside,Sarah,Little Bit,Dolphins Plus Oceanside,US,Alive,US,2008-07-11
209,Beluga,Qinu,F,a,2008,Born,2008-07-31,SeaWorld San Antonio,Sikku,Nanuq,Georgia Aquarium,US,Alive,US,2008-07-31
210,Bottlenose,Lotus,F,a,2008,Born,2008-08-27,Dolphins Plus Oceanside,Squirt,Bob,Dolphins Plus Oceanside,US,Alive,US,2008-08-27
211,Bottlenose,Bella,F,a,2008,Born,2008-09-06,Mirage Dolphin Habitat,Huf-n-Puf,Lightning,Mirage Dolphin Habitat,US,Alive,US,2008-09-06
212,Bottlenose,Cocoa,F,a,2008,Born,2008-11-28,SeaWorld San Diego,Tobie,Crunch,SeaWorld San Diego,US,Alive,US,2008-11-28
213,Bottlenose,Sonny,M,a,2009,Born,2000-06-11,Six Flags Discovery Kingdom,Chelsea,Schooner,Dolphinaris Arizona,US,Alive,US,2000-06-11
214,Bottlenose,Kailani,F,a,2009,Born,2009-06-03,Discovery Cove,Coral,Akai,Discovery Cove,US,Alive,US,2009-06-03
215,Bottlenose,Brigg,M,a,2009,Born,2009-06-06,Discovery Cove,Clipper,Capricorn,Dolphins Plus Bayside,US,Alive,US,2009-06-06
216,Bottlenose,Kyla,F,a,2009,Born,2009-06-07,Discovery Cove,Copper,Capricorn,Discovery Cove,US,Alive,US,2009-06-07
217,Bottlenose,Turk,M,a,2009,Born,2009-06-09,SeaWorld Orlando,Tasha,Hekili,Gulf World Marine Park,US,Alive,US,2009-06-09
218,Bottlenose,Kali,F,a,2009,Born,2009-06-10,SeaWorld San Diego,Malibu,Belle,SeaWorld San Diego,US,Alive,US,2009-06-10
219,Bottlenose,Soleil,F,a,2009,Born,2009-06-19,SeaWorld Orlando,Starkey,Hekili,Discovery Cove,US,Alive,US,2009-06-19
220,Bottlenose,Amara,F,a,2009,Born,2009-06-22,Discovery Cove,Astra,Akai,Discovery Cove,US,Alive,US,2009-06-22
221,Bottlenose,Roka,M,a,2009,Born,2009-07-11,Discovery Cove,Yar,Lester,SeaWorld Orlando,US,Alive,US,2009-07-11
222,Bottlenose,Avalon,F,a,2009,Born,2009-07-26,SeaWorld San Diego,Beaker,Crunch,SeaWorld San Diego,US,Alive,US,2009-07-26
224,"White-sided, Pacific",Bolt,M,a,2009,Born,2009-09-13,SeaWorld San Antonio,Catalina,"A.I., Arrow",SeaWorld San Antonio,US,Alive,US,2009-09-13
225,Bottlenose,Neelee,F,a,2009,Born,2009-09-17,SeaWorld San Antonio,Nacha,"A.I., Hacksaw",SeaWorld San Antonio,US,Alive,US,2009-09-17
226,Bottlenose,Delta,M,a,2009,Born,2009-11-22,Dolphin Research Center,Aleta,Kibby,Dolphin Research Center,US,Alive,US,2009-11-22
227,Beluga,Nunavik,M,a,2009,Born,2009-12-14,Shedd Aquarium,Puiji,Naluark,Georgia Aquarium,US,Alive,US,2009-12-14
229,Killer Whale; Orca,Sakari,F,a,2010,Born,2010-01-07,SeaWorld San Antonio,Takara,Tilikum,SeaWorld San Antonio,US,Alive,US,2010-01-07
230,Bottlenose,Luna,F,a,2010,Born,2010-01-29,Dolphin Research Center,Pandora,A.J.,Dolphin Research Center,US,Alive,US,2010-01-29
231,Bottlenose,Cobalt,U,a,2010,Born,2010-03-19,Miami Seaquarium,Panama,Indigo,Miami Seaquarium,US,Alive,US,2010-03-19
232,Bottlenose,Squirt,U,a,2010,Born,2010-04-13,Miami Seaquarium,Skye,Sundance,Miami Seaquarium,US,Alive,US,2010-04-13
233,Bottlenose,Hurlee,M,a,2010,Born,2010-04-20,Discovery Cove,Thelma,Akai,Dolphins Plus Bayside,US,Alive,US,2010-04-20
234,Bottlenose,Axl,M,a,2010,Born,2010-05-16,Discovery Cove,Rose,Hutch,Dolphins Plus Bayside,US,Alive,US,2010-05-16
235,Bottlenose,Ipanema,F,a,2010,Born,2010-05-17,Discovery Cove,Natalie,Akai,Discovery Cove,US,Alive,US,2010-05-17
236,Bottlenose,Bodie,M,a,2010,Born,2010-06-07,Six Flags Discovery Kingdom,Chelsea,"A.I., Rainbow",Dolphinaris Arizona,US,Alive,US,2010-06-07
237,Beluga,Pearl,F,a,2010,Born,2010-06-23,SeaWorld San Diego,Ruby,Nanuq,SeaWorld San Diego,US,Alive,US,2010-06-23
238,Beluga,Atla,F,a,2010,Born,2010-06-23,SeaWorld San Antonio,Luna,"A.I., Nanuq",SeaWorld San Diego,US,Alive,US,2010-06-23
241,Bottlenose,Noelani,F,a,2010,Born,2010-08-05,Dolphin Quest Hawaii,Pele,-,Dolphinaris Arizona,US,Alive,US,2010-08-05
242,Killer Whale; Orca,Makaio,M,a,2010,Born,2010-10-09,SeaWorld Orlando,Katina,Tilikum,SeaWorld Orlando,US,Alive,US,2010-10-09
243,Bottlenose,Capri,F,a,2010,Born,2010-10-21,SeaWorld San Antonio,Ping,"A.I., Gilly (sex selected)",SeaWorld San Antonio,US,Alive,US,2010-10-21
244,Bottlenose,Gambit,M,a,2010,Born,2010-11-05,Dolphin Research Center,Tursi,Kibby,Dolphin Research Center,US,Alive,US,2010-11-05
245,Bottlenose,Ringo,U,a,2010,Born,2010-11-13,Miami Seaquarium,Samantha,Noel,Miami Seaquarium,US,Alive,US,2010-11-13
246,Bottlenose,Flagler,M,a,2010,Born,2010-11-15,Dolphin Research Center,Merina,"A.I., Stormy",Dolphin Research Center,US,Alive,US,2010-11-15
249,Bottlenose,Isaac,M,a,2011,Born,2011-06-01,Dolphins Plus Bayside,Samantha,Kimbit,Dolphins Plus Bayside,US,Alive,US,2011-06-01
250,Bottlenose,K2,U,a,2011,Born,2011-07-03,Mirage Dolphin Habitat,Duchess,Lightning,Mirage Dolphin Habitat,US,Alive,US,2011-07-03
251,Bottlenose,Blyss,F,a,2011,Born,2011-07-16,SeaWorld San Antonio,Mattie,Hacksaw,SeaWorld San Antonio,US,Alive,US,2011-07-16
252,Bottlenose,Koko,F,a,2011,Born,2011-07-17,SeaWorld San Antonio,Yoyo,Kai (T.t. gilli),SeaWorld San Antonio,US,Alive,US,2011-07-17
254,Bottlenose,Miramar,U,a,2011,Born,2011-08-20,Mirage Dolphin Habitat,Huf-n-Puf,Lightning,Mirage Dolphin Habitat,US,Alive,US,2011-08-20
255,Bottlenose,Ipo,M,a,2011,Born,2011-08-20,Dolphin Quest Hawaii,Iwa,Nimbus,Dolphin Quest Hawai'i,US,Alive,US,2011-08-20
257,Bottlenose,Hemingway,M,a,2011,Born,2011-09-05,Marineland Florida,Dazzle,Alvin,Marineland Florida,US,Alive,US,2011-09-05
258,Bottlenose,Chopper,M,a,2011,Born,2011-09-21,Gulf World Marine Park,Maia,Sebastian,Gulfarium Marine Adventure,US,Alive,US,2011-09-21
262,Bottlenose,Azul,M,a,2012,Born,2012-05-13,Miami Seaquarium,Rioux,J.J.,Miami Seaquarium,US,Alive,US,2012-05-13
263,"White-sided, Pacific",Sagu,M,a,2012,Born,2012-05-28,Shedd Aquarium,Piquet,Li'i,Shedd Aquarium,US,Alive,US,2012-05-28
264,Bottlenose,Starla,F,a,2012,Born,2012-06-30,SeaWorld Orlando,Starkey,Nate,Discovery Cove,US,Alive,US,2012-06-30
265,Bottlenose,Orin,M,a,2012,Born,2012-07-12,Indianapolis Zoo,China,Jett,Indianapolis Zoo,US,Alive,US,2012-07-12
267,Bottlenose,Tashi,M,a,2012,Born,2012-08-13,Dolphins Plus Oceanside,Squirt,Bob,Dolphins Plus Oceanside,US,Alive,US,2012-08-13
268,Beluga,Kimalu,F,a,2012,Born,2012-08-27,Shedd Aquarium,Mauyak,Naluark,Shedd Aquarium,US,Alive,US,2012-08-27
269,Bottlenose,Lehua,F,a,2012,Born,2012-09-17,Dolphin Quest Hawaii,Keo,Nimbus,Dolphin Quest Hawai'i,US,Alive,US,2012-09-17
270,Bottlenose,Malu,M,a,2012,Born,2012-09-26,Dolphin Quest Hawaii,Pele,Nimbus,Dolphin Quest Hawai'i,US,Alive,US,2012-09-26
271,Bottlenose,Nahele,M,a,2012,Born,2012-10-15,Dolphin Quest Hawaii,Kona,Nimbus,Dolphin Quest Hawai'i,US,Alive,US,2012-10-15
273,Bottlenose,Bimini,F,a,2012,Born,2012-11-30,Discovery Cove,Clipper,"A.I., Gilly",Discovery Cove,US,Alive,US,2012-11-30
274,Bottlenose,Reese,M,a,2012,Born,2012-12-03,Dolphin Research Center,Santini,"A.I., Brisby",Dolphin Research Center,US,Alive,US,2012-12-03
275,Killer Whale; Orca,Makani,M,a,2013,Born,2013-02-14,SeaWorld San Diego,Kasatka,"A.I., Kshamenk",SeaWorld San Diego,US,Alive,US,2013-02-14
276,Bottlenose,Finn,M,a,2013,Born,2013-02-25,Discovery Cove,Kendall,Lester,Discovery Cove,US,Alive,US,2013-02-25
277,Bottlenose,Zeke,M,a,2013,Born,2013-05-22,Gulf World Marine Park,Indie,Zac ,Gulfarium Marine Adventure,US,Alive,US,2013-05-22
278,Bottlenose,Haven,F,a,2013,Born,2013-05-24,SeaWorld San Antonio,Alice,"A.I., Belle",SeaWorld San Antonio,US,Alive,US,2013-05-24
280,Beluga,Samson,M,a,2013,Born,2013-07-09,SeaWorld San Antonio,Luna,Imaq,SeaWorld San Antonio,US,Alive,US,2013-07-09
281,Bottlenose,Nala,F,a,2013,Born,2013-08-24,SeaWorld San Antonio,Nikki,"A.I., Razzle",SeaWorld San Antonio,US,Alive,US,2013-08-24
282,Bottlenose,Merlin,M,a,2013,Born,2013-10-16,Brookfield Zoo,Tapeko,Chinook,Brookfield Zoo,US,Alive,US,2013-10-16
283,Bottlenose,Magic,M,a,2013,Born,2013-10-28,Brookfield Zoo,Spree,Chinook,Brookfield Zoo,US,Alive,US,2013-10-28
284,Bottlenose,Sparrow,F,a,2013,Born,2013-11-01,SeaWorld Orlando,Yar,Nate,SeaWorld Orlando,US,Alive,US,2013-11-01
286,Bottlenose,Diva,F,a,2013,Born,2013-11-06,Dolphin Research Center,Aleta,"A.I., Gilly",Dolphin Research Center,US,Alive,US,2013-11-06
287,Bottlenose,Windley,F,a,2013,Born,2013-11-12,Dolphin Research Center,Merina,"A.I., Fathom",Dolphin Research Center,US,Alive,US,2013-11-12
288,Bottlenose,Lanikai,F,a,2013,Born,2013-11-12,SeaWorld San Diego,Kolohe (T.t. gilli),Crunch,SeaWorld San Diego,US,Alive,US,2013-11-12
289,Bottlenose,Crystal,F,a,2013,Born,2013-11-25,Theater of the Sea,Nikki,"A.I., Belle",Theater of the Sea,US,Alive,US,2013-11-25
290,Killer Whale; Orca,Kamea,F,a,2013,Born,2013-12-06,SeaWorld San Antonio,Takara,"A.I, Kshamenk",SeaWorld San Antonio,US,Alive,US,2013-12-06
291,Bottlenose,Prim,F,a,2014,Born,2014-02-12,Discovery Cove,Rose,"A.I., Razzle",Discovery Cove,US,Alive,US,2014-02-12
292,Bottlenose,Isadora,F,a,2014,Born,2014-03-18,Discovery Cove,Natalie,"A.I., Belle",Discovery Cove,US,Alive,US,2014-03-18
295,Bottlenose,Calypso,F,a,2014,Born,2014-04-11,Miami Seaquarium,Panama,Sundance,Miami Seaquarium,US,Alive,US,2014-04-11
296,Bottlenose,Coquina,F,a,2014,Born,2014-05-22,Marineland Florida,Dazzle,Zac,Marineland Florida,US,Alive,US,2014-05-22
297,Bottlenose,Yuri,F,a,2014,Born,2014-06-03,SeaWorld San Antonio,Yoyo,Scotia,SeaWorld San Antonio,US,Alive,US,2014-06-03
304,Bottlenose,Bodie,M,a,2014,Born,2014-10-17,SeaWorld San Diego,Sadie,Bodine (T.t. gilli),SeaWorld San Diego,US,Alive,US,2014-10-17
305,Killer Whale; Orca,Amaya,F,a,2014,Born,2014-12-02,SeaWorld San Diego,Kalia,Ulises,SeaWorld San Diego,US,Alive,US,2014-12-02
306,Bottlenose,Maxine,F,a,2014,Born,2014-12-16,Brookfield Zoo,Allie,Chinook,Brookfield Zoo,US,Alive,US,2014-12-16
307,Bottlenose,Reef,F,a,2015,Born,2015-02-07,Discovery Cove,Coral,"A.I., Kenobi",Discovery Cove,US,Alive,US,2015-02-07
308,Bottlenose,Calypso,F,a,2015,Born,2015-04-24,Indianapolis Zoo,Kalei,Kimo,Indianapolis Zoo,US,Alive,US,2015-04-24
310,"White-sided, Pacific",Makoa,M,a,2015,Born,2015-06-01,Shedd Aquarium,Piquet,Li'i,Shedd Aquarium,US,Alive,US,2015-06-01
313,"White-sided, Pacific",Ipo,M,a,2015,Born,2015-07-18,Miami Seaquarium,Loke,Li'i,Miami Seaquarium,US,Alive,US,2015-07-18
314,Bottlenose,Boomer,M,a,2015,Born,2015-09-02,Marineland Florida,Shaka,Sunny,Marineland Florida,US,Alive,US,2015-09-02
318,Bottlenose,Skye,F,a,2016,Born,2016-02-23,Discovery Cove,Astra,"A.I., Kenobi",Discovery Cove,US,Alive,US,2016-02-23
319,Bottlenose,Delilah,F,a,2016,Born,2016-03-21,Discovery Cove,Damara,Alpha,Discovery Cove,US,Alive,US,2016-03-21
320,"White-sided, Pacific",Kukdlaa,M,a,2016,Born,2016-04-18,Shedd Aquarium,Katrl,Li'i,Shedd Aquarium,US,Alive,US,2016-04-18
322,Bottlenose,Ole,M,a,2016,Born,2016-07-08,Marineland Florida,Lily,-,Marineland Florida,US,Alive,US,2016-07-08
324,Backcross,Titan,M,a,2016,Born,2016-08-06,Discovery Cove,Calypso,"C.J.  (Hybrid, TTxDC)",Discovery Cove,US,Alive,US,2016-08-06
325,Beluga,Kenai,M,a,2016,Born,2016-08-11,SeaWorld San Antonio,Luna,Imaq,SeaWorld San Antonio,US,Alive,US,2016-08-11
404,Bottlenose,Nihoa,M,a,1978,Born,1978-08-14,U.S. Navy,Dash,Ben,U.S. Navy,US,Alive,US,1978-08-14
405,Bottlenose,Slooper,F,a,1979,Born,1979-06-07,U.S. Navy,Slan,Snooper,U.S. Navy,US,Alive,US,1979-06-07
406,Bottlenose,April,F,a,1984,Born,1984-04-15,U.S. Navy,Jenny,Maui,U.S. Navy,US,Alive,US,1984-04-15
407,Bottlenose,Andrea,F,a,1988,Born,1988-03-04,U.S. Navy,Lisa,Ben,U.S. Navy,US,Alive,US,1988-03-04
408,Bottlenose,Koa,M,a,1991,Born,1991-09-13,U.S. Navy,Ellie,Ben,U.S. Navy,US,Alive,US,1991-09-13
409,Bottlenose,Akki,M,a,1992,Born,1992-04-23,U.S. Navy,Opai,Ben,U.S. Navy,US,Alive,US,1992-04-23
410,Bottlenose,Maddie,F,a,1993,Born,1993-04-29,U.S. Navy,Mu,Maui,U.S. Navy,US,Alive,US,1993-04-29
411,Bottlenose,Naia,F,a,1994,Born,1994-05-07,U.S. Navy,Noriko,Maui,U.S. Navy,US,Alive,US,1994-05-07
414,Bottlenose,Dakota,M,a,1998,Born,1998-11-14,U.S. Navy,Opai,Rake,U.S. Navy,US,Alive,US,1998-11-14
415,Bottlenose,Baily,F,a,2000,Born,2000-04-30,U.S. Navy,Snapper,Rake,U.S. Navy,US,Alive,US,2000-04-30
416,Bottlenose,Annie,F,a,2001,Born,2001-06-09,U.S. Navy,Nina,Ekahi,U.S. Navy,US,Alive,US,2001-06-09
417,Bottlenose,Cole,M,a,2001,Born,2001-06-16,U.S. Navy,POP (T.t. gilli),Nihoa,U.S. Navy,US,Alive,US,2001-06-16
418,Bottlenose,Pele,F,a,2001,Born,2001-06-19,U.S. Navy,Mu,Nihoa,U.S. Navy,US,Alive,US,2001-06-19
419,Bottlenose,Champlain,M,a,2002,Born,2002-05-31,U.S. Navy,Opai,Jake,U.S. Navy,US,Alive,US,2002-05-31
420,Bottlenose,Hornet,F,a,2002,Born,2002-06-06,U.S. Navy,Shasta,Nihoa,U.S. Navy,US,Alive,US,2002-06-06
421,Bottlenose,Constance,F,a,2002,Born,2002-06-16,U.S. Navy,Kolohe (T.t. gilli),Nihoa,U.S. Navy,US,Alive,US,2002-06-16
422,Bottlenose,Independence,M,a,2002,Born,2002-06-18,U.S. Navy,April,Ekahi,U.S. Navy,US,Alive,US,2002-06-18
423,Bottlenose,Randall,M,a,2002,Born,2002-12-11,U.S. Navy,Cascade,Rake,U.S. Navy,US,Alive,US,2002-12-11
424,Bottlenose,Whipper,M,a,2004,Born,2004-04-28,U.S. Navy,Snapper,Ekahi,U.S. Navy,US,Alive,US,2004-04-28
425,Bottlenose,Lark,F,a,2004,Born,2004-07-30,U.S. Navy,Mu,Ekahi,U.S. Navy,US,Alive,US,2004-07-30
426,Bottlenose,Austin,M,a,2005,Born,2005-12-18,U.S. Navy,Shasta,Nihoa,U.S. Navy,US,Alive,US,2005-12-18
427,Bottlenose,Bowie,M,a,2007,Born,2007-06-09,U.S. Navy,Hornet,Hapa,U.S. Navy,US,Alive,US,2007-06-09
428,Bottlenose,Crockett,M,a,2007,Born,2007-06-24,U.S. Navy,Snapper,Nihoa,U.S. Navy,US,Alive,US,2007-06-24
430,Bottlenose,Koa,F,a,2009,Born,2009-06-13,SeaWorld San Diego,Sadie,Bodine (T.t. gilli),SeaWorld San Diego,US,Alive,US,2009-06-13
432,Bottlenose,Haley,F,a,2010,Born,2010-07-23,SeaWorld Orlando,Bossa,Jag,Discovery Cove,US,Alive,US,2010-07-23
433,Bottlenose,Connie,F,a,2011,Born,2011-08-23,SeaWorld San Diego,Cometta,Crunch,SeaWorld San Diego,US,Alive,US,2011-08-23
434,Bottlenose,B.B. ,F,a,2011,Born,2011-09-13,Dolphins Plus Oceanside,Dinghy,L.B.,Dolphins Plus Oceanside,US,Alive,US,2011-09-13
435,Bottlenose,Sara,F,a,2015,Born,2015-10-18,SeaWorld San Diego,Tobie,"A.I., Fathom",SeaWorld San Diego,US,Alive,US,2015-10-18
469,Commerson's,Fabio,M,a,1993,Born,1993-09-16,SeaWorld San Diego,Oreo,Juan,Aquatica Orlando,US,Died,US,1993-09-16
470,Commerson's,Keebler,M,a,1998,Born,1998-10-23,SeaWorld San Diego,Oreo,Juan,Aquatica Orlando,US,Died,US,1998-10-23
479,Bottlenose,Windy's Calf,M,a,1990,Born,1990-08-30,Brookfield Zoo,Windy,Gibbs*,Brookfield Zoo,US,Died,US,1990-08-30
480,Bottlenose,Windy's Calf,M,a,1991,Born,1991-10-05,Brookfield Zoo,Windy,Gibbs*,Brookfield Zoo,US,Died,US,1991-10-05
481,Bottlenose,Tapeko's Calf,M,a,1992,Born,1992-04-28,Brookfield Zoo,Tapeko,Gibbs*,Brookfield Zoo,US,Died,US,1992-04-28
482,Bottlenose,Connie's Calf,F,a,1992,Miscarriage,1992-05-11,Brookfield Zoo,Connie,Gibbs*,Brookfield Zoo,US,Miscarriage,US,1992-05-11
483,Bottlenose,Windy's Calf,M,a,1993,Born,1993-09-03,Brookfield Zoo,Windy,Gibbs*,Brookfield Zoo,US,Died,US,1993-09-03
